id,class_label,damage_labels
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
image2256.jpg,20,5
image2338.jpg,20,5
image2348.jpg,20,"5,7"
image2270.jpg,20,5
